,created_at,text
992,2022-12-04 15:52:02+00:00,"@180crypto @MadHareSociety @TMKNFT JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems #lowcapgem #elonmusk https://t.co/WeYqxmVyVV"
993,2022-12-04 15:52:02+00:00,"@KaneTetley @LBC @clivebull JOIN @FrogXmas - a project created to support disadvantaged kids,celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/siUptGu8GF"
994,2022-12-04 15:52:01+00:00,"@lourdesanchezok JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems #lowcapgem #elonmusk https://t.co/HrGnH90dDE"
995,2022-12-04 15:52:00+00:00,"@TechTreesCoin JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems #lowcapgem #elonmusk https://t.co/zvlPXF3Usl"
996,2022-12-04 15:51:58+00:00,"@BetterLunc JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems #lowcapgem #elonmusk https://t.co/lvBZFoB3Sb"
997,2022-12-04 15:51:57+00:00,"@hungry_monkey99 @abdullahhammad4 JOIN @FrogXmas - a project created to support disadvantaged kids,celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/PdfeeXxnbx"
998,2022-12-04 15:51:56+00:00,"@cryptolewlew JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems #lowcapgem #elonmusk https://t.co/rh12CijEHt"
999,2022-12-04 15:51:55+00:00,"@seth_fin @StockmoneyL @TATrader_Alan @MikybullCrypto @NikkiSc63939133 @EtherNasyonaL @thescalpingpro @CryptoYoddha @Washigorira @Adityaroypspk @CryptoNoob_1 JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems #lowcapgem #elonmusk https://t.co/xH5EBR4bTS"
1000,2022-12-04 15:51:54+00:00,"@Luciano90220243 @MR_khavarii @Kitstoken JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems #lowcapgem #elonmusk https://t.co/7gUud1CF98"
1001,2022-12-04 15:51:54+00:00,"@BetterLunc JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems #lowcapgem #elonmusk https://t.co/m9h0zVKrRx"
1002,2022-12-04 15:51:53+00:00,#ElonMusk has become a wanted person like those that are either incarcerated or had to move and seek asylum in other countries . https://t.co/BMpul1K3bU
1003,2022-12-04 15:51:52+00:00,"@teslaownersSV Want a good investment?
$EGT - 
@ElonGoatToken

I dont care about how the chart looks, watch these guys work. 

Im all in.

#ElonGOAT #Elongoattoken #egt #egttoken #ClaimYourGoat #ElonistheGoat #elonmusk 
@elonmusk https://t.co/EVRF2s3H8E"
1004,2022-12-04 15:51:52+00:00,"@teslaownersSV @ElonGoatToken is the best community. They have an amazing ideas for long lasting token .
#egt #egtarmy #ElonGOAT $EGT  #Elongoattoken #ElonistheGoat #claimyourgoat #elonmusk https://t.co/38vuYSx2Qn"
1005,2022-12-04 15:51:52+00:00,"@CryptoD38958834 @d_boy_eth @Bitboy_Crypto JOIN @FrogXmas - a project created to support disadvantaged kids,celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/z1EHHd5NAp"
1006,2022-12-04 15:51:52+00:00,"@MrRoads2 @__x14x JOIN @FrogXmas - a project created to support disadvantaged kids,celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/KPQZrfbD7S"
1007,2022-12-04 15:51:50+00:00,"This is what #Trump did last time. Are you open to endure it  again if #Trump2024 becomes a reality. So goes with #KayneWest and #ElonMusk.

#sundayvibes https://t.co/msK3e0muub"
1008,2022-12-04 15:51:50+00:00,"@SAITAREALESTATE @LunarCrush JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems #lowcapgem #elonmusk https://t.co/veKT9EfSsh"
1009,2022-12-04 15:51:50+00:00,"If you don't like Twitter now, you liked how it operated in your interest before the acquisition, and now no one cares how you feel. 
🗣️📢 Go away 👋 #twitterfiles #TwitterIsOverParty #TWITTERGATE #TwitterMigration #TwitterTOS #Elonmusk #ElonIsDestroyingTwitter #elonmusktwitter"
1010,2022-12-04 15:51:49+00:00,"@RoninDconn JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/YZqdjRiKdS"
1011,2022-12-04 15:51:49+00:00,"@FundingGym @KimDotcom @elonmusk @RichardHeartWin JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems #lowcapgem #elonmusk https://t.co/PVGIuDCJvL"
1012,2022-12-04 15:51:48+00:00,"@cryptonft20x JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/hYLfMTGxHs"
1013,2022-12-04 15:51:47+00:00,"@bullrunbull @MaticWorms JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems #lowcapgem #elonmusk https://t.co/fKoIkl07OG"
1014,2022-12-04 15:51:47+00:00,"@RoninDconn JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/YiMqu2Ugwj"
1015,2022-12-04 15:51:46+00:00,"@Sameer151628 JOIN @FrogXmas - a project created to support disadvantaged kids,celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/djTDEJFKEP"
1016,2022-12-04 15:51:45+00:00,"@AyalaMacki JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems #lowcapgem #elonmusk https://t.co/eS6ydDZYLr"
1017,2022-12-04 15:51:44+00:00,"@DevMundo1 JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/hHWqZOSUnl"
1018,2022-12-04 15:51:42+00:00,"@TheCryptoLark JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems #lowcapgem #elonmusk https://t.co/bPSY85PFdS"
1019,2022-12-04 15:51:41+00:00,"@moneyydreams JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems #lowcapgem #elonmusk https://t.co/t7gU2dpVQ6"
1020,2022-12-04 15:51:40+00:00,"@AmanRaj45054613 @vikrant403 @Naveen_Odisha @CMO_Odisha @GovernorOdisha @IPR_Odisha @BJP4Odisha @DGPOdisha @PWD_Odisha @Padmanabha2100 @SRC_Odisha @Aprajitasarang1 @AprajitaSarangi @nitin_gadkari @kanak_news @News18Odia @HFWOdisha @otvnews JOIN @FrogXmas - a project created to support disadvantaged kids,celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/RjKnUkGpKx"
1021,2022-12-04 15:51:40+00:00,"@TKralow JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems #lowcapgem #elonmusk https://t.co/eKvQu5fdmk"
1022,2022-12-04 15:51:37+00:00,"@biokript JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems #lowcapgem #elonmusk https://t.co/5ASDYNva94"
1023,2022-12-04 15:51:37+00:00,"@JesseBLove JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/0zt6TOxQdO"
1024,2022-12-04 15:51:37+00:00,"@HM_bbh @nanogamesio @MiniPizza_pop19 @peachflavoredri @chocorobocos @ap_u_rva @FairuzBknWalno JOIN @FrogXmas - a project created to support disadvantaged kids,celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/AhXQrllG4h"
1025,2022-12-04 15:51:35+00:00,"@inkandroads JOIN @FrogXmas - a project created to support disadvantaged kids,celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/MnmoNz3rwy"
1026,2022-12-04 15:51:33+00:00,"@XcelPayWallet JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems #lowcapgem #elonmusk https://t.co/XQXe49Q8mp"
1027,2022-12-04 15:51:32+00:00,"@luiz1227_ JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems #lowcapgem #elonmusk https://t.co/JNHkK0Nq7a"
1028,2022-12-04 15:51:31+00:00,"@teslaownersSV The preparations for the #ElonGoat #Holidays tour are underway and the @ElonGoatToken partners are all on board! 

@elonmusk and #crypto communities are excited 

Let’s have a goatish celebration 🏴‍☠️ #Crypto #Binance #Elongoattoken #ElonGOAT #ELONMUSK #ElonistheGoat #GOAT𓃵 #goat https://t.co/DqXsl8kotB"
1029,2022-12-04 15:51:31+00:00,"@NobleCoins JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems #lowcapgem #elonmusk https://t.co/AKK67GNf5g"
1030,2022-12-04 15:51:30+00:00,"@XRPayNet JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems #lowcapgem #elonmusk https://t.co/nWBU69du0D"
1031,2022-12-04 15:51:29+00:00,"@KTjuta JOIN @FrogXmas - a project created to support disadvantaged kids,celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/MjwaTr8sbN"
1032,2022-12-04 15:51:28+00:00,"AI Marketing that Learns and Adapts
⭐⭐⭐⭐
#Neuralink #neuraflection #1000xGem #altcoin #RBXS #cryptonews #CMC #ERC #ELONMUSK #Crypto #blockchain #CG
⭐⭐⭐
https://t.co/jC2RlQPPi4 https://t.co/YTbgwCmLK6"
1033,2022-12-04 15:51:28+00:00,"@Brisecommunity JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems #lowcapgem #elonmusk https://t.co/CJS6AZv37O"
1034,2022-12-04 15:51:27+00:00,"@Musaboss77 @777Leds @PiWhales @PiCoreTeam JOIN @FrogXmas - a project created to support disadvantaged kids,celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/DBLMkL2MvX"
1035,2022-12-04 15:51:25+00:00,"@amonbuy @wanchain_org JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems #lowcapgem #elonmusk https://t.co/hlCtBUSBH6"
1036,2022-12-04 15:51:25+00:00,"@Cointelegraph ElonGoat Monument of Elonmusk is looking dazzling 🔥🔥🐐🐐🚀🚀

@elonmusk have been waiting for this from long

The time has come for Goat 🐐

@ElonGoatToken @elongoatclub 

#ElonMusk #CryptoNews #elongoat #EGT #Elon #Crypto #memecoin #ERC20 #TrendingNow https://t.co/q40F9BJYq8"
1037,2022-12-04 15:51:24+00:00,"@BetterLunc @LunaticsToken JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems #lowcapgem #elonmusk https://t.co/YyDfrWEQ4q"
1038,2022-12-04 15:51:21+00:00,"Not all heroes wear capes. 🦸‍♂️
#Elonmusk #elonmusktwitter https://t.co/E6DBIBm00N"
1039,2022-12-04 15:51:21+00:00,"$LUNC to 1 #Elonmusk #LUNC
Dear @elonmusk please buy #lunc its the cheapest layer 1 blockchain that you can invest in, it is also an investment in community!(as you believe in people)
We are looking for solution to fund our developers. Can you donate?"
1040,2022-12-04 15:51:20+00:00,"@bit_castle JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems #lowcapgem #elonmusk https://t.co/vBiCWt9s67"
1041,2022-12-04 15:51:19+00:00,"@tindle @theJeremyVine JOIN @FrogXmas - a project created to support disadvantaged kids,celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/goYA8uXrBP"
1042,2022-12-04 15:51:19+00:00,"@BNB_Tracker JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/f7uOGtsxLO"
1043,2022-12-04 15:51:18+00:00,"@Crypto_Sike69 @jhjcripto JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems #lowcapgem #elonmusk https://t.co/GNVWwITZMQ"
1044,2022-12-04 15:51:16+00:00,Wonder if #Tesla = #MAGA red hat in people's perceptions now that #ElonMusk has revealed his inner #Fascist.
1045,2022-12-04 15:51:16+00:00,"@Pi_NetworkIndia JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems #lowcapgem #elonmusk https://t.co/5e6vJoCPez"
1046,2022-12-04 15:51:16+00:00,"@alizwanderland @100xAltcoinGems @rabbit2023_ Next 1000x

https://t.co/rqouOo3aWB

@rabbit2023_

#BSC #ETH #BNB #Rabbit2023 #ElonMusk #Vitalik #CZ #RabbitYear $RABBIT #币安 #区块链 #加密货币"
1047,2022-12-04 15:51:15+00:00,"@VirtualHardy @BW JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/GDbjmgRRu6"
1048,2022-12-04 15:51:14+00:00,"@cryptoexelance @BTCB_ERC JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems #lowcapgem #elonmusk https://t.co/DilVlGjsuX"
1049,2022-12-04 15:51:13+00:00,"@BetterLunc JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems #lowcapgem #elonmusk https://t.co/dc46rAHAGb"
1050,2022-12-04 15:51:12+00:00,"@Ayeshasyed44 @Shehzad89 JOIN @FrogXmas - a project created to support disadvantaged kids,celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/VS5vyukqc8"
1051,2022-12-04 15:51:12+00:00,"@NASDAC_Coin JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/CCpS20qw9G"
1052,2022-12-04 15:51:11+00:00,"@teslaownersSV @ElonGoatToken is the best community. They have an amazing ideas for long lasting token .
#egt #egtarmy #ElonGOAT $EGT  #Elongoattoken #ElonistheGoat #claimyourgoat #elonmusk https://t.co/As60vpcPXe"
1053,2022-12-04 15:51:10+00:00,"@ChayaWin123 @Crypto_Ynah JOIN @FrogXmas - a project created to support disadvantaged kids,celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/atvsxz4MMa"
1054,2022-12-04 15:51:10+00:00,"@NobleCoins @Noblecoinsacad1 JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems #lowcapgem #elonmusk https://t.co/oCMakCiQUc"
1055,2022-12-04 15:51:10+00:00,"@teslaownersSV 🔥$EGT🔥
Loading up my bag with $EGT is the best financial decision I have made this year. 

The chart is orgasmic💯.  
Community is strong and supportive ✅

@ElonGoatToken @elonmusk 

#elongoat #elongoattoken #ElonMusk $EGT #egt #egtarmy #memecoin #ElonistheGoat  #ERC20 https://t.co/5jOImIOASm"
1056,2022-12-04 15:51:09+00:00,"@CryptoNCoinNews JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/VSd2cVdPth"
1057,2022-12-04 15:51:08+00:00,"@Pi_NetworkIndia JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems #lowcapgem #elonmusk https://t.co/jqNgICkkt4"
1058,2022-12-04 15:51:08+00:00,"@cobaintrade JOIN @FrogXmas - a project created to support disadvantaged kids,celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/fCecOBUJ2f"
1059,2022-12-04 15:51:07+00:00,"@_kenzhill_ @zachlanebryan JOIN @FrogXmas - a project created to support disadvantaged kids,celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/C0LRQzodAG"
1060,2022-12-04 15:51:07+00:00,"@Lessismore1907 @mahmut_erdl JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems #lowcapgem #elonmusk https://t.co/HwZwL87nIf"
1061,2022-12-04 15:51:06+00:00,"@bobtovs JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/LXmF2YxcP0"
1062,2022-12-04 15:51:05+00:00,"@btc_halving JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/yE8sm4VJ5R"
1063,2022-12-04 15:51:04+00:00,"@c0bra_crypt0 @Blazons_phoenix JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems #lowcapgem #elonmusk https://t.co/z37CT0taRv"
1064,2022-12-04 15:51:01+00:00,"@sweateco JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems #lowcapgem #elonmusk https://t.co/OYvMh0W6hw"
1065,2022-12-04 15:50:58+00:00,"@voidcasherc JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems #lowcapgem #elonmusk https://t.co/icYoNmqDN4"
1066,2022-12-04 15:50:56+00:00,"@castrumistanbul @web3instituteio JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems #lowcapgem #elonmusk https://t.co/wku1VIKWQB"
1067,2022-12-04 15:50:54+00:00,"@NeoResearch0 @Stocktwits @PyroTokenErc JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems #lowcapgem #elonmusk https://t.co/zMskaMrZeJ"
1068,2022-12-04 15:50:52+00:00,"@daaaacg @BoneFnatics JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems #lowcapgem #elonmusk https://t.co/O5ZIGwW3Vk"
1069,2022-12-04 15:50:51+00:00,"@Xtchit JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/eitrO6Cn1P"
1070,2022-12-04 15:50:50+00:00,"@0xDinoEggs @mryalamanchi JOIN @FrogXmas - a project created to support disadvantaged kids,celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/z8t5N3wlWZ"
1071,2022-12-04 15:50:50+00:00,"@AbhayCeeonline JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems #lowcapgem #elonmusk https://t.co/WwKar0cgWj"
1072,2022-12-04 15:50:48+00:00,"@CGS1858 JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems #lowcapgem #elonmusk https://t.co/ZwGDjfqIgd"
1073,2022-12-04 15:50:47+00:00,"@Cryptoprognost JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems  #lowcapgem #elonmusk https://t.co/AxjdJl66dN"
1074,2022-12-04 15:50:47+00:00,"@El_Protta @binance JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems #lowcapgem #elonmusk https://t.co/eMOnnI94mT"
1075,2022-12-04 15:50:45+00:00,"@cehlos @RichQuack JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems #lowcapgem #elonmusk https://t.co/rbZrbrwHmJ"
1076,2022-12-04 15:50:43+00:00,"@biswap_coin @TheKingKongApe JOIN @FrogXmas - a project created to support disadvantaged kids, celebrate the holiday in crypto space and to profit all  investors
Prepare yourself for being part of the greatest and most rewarding Xmas token!
#BSCGem #frogxmas #presale #memecoin #100xGems #lowcapgem #elonmusk https://t.co/5h39ReuJzl"
